generation,scenario,id,normPref,aprioriAck,legalAck,careAck,epistemicAck,attempts,successes,conflict,debt,momentum,trustCount,trustMax,fulfilled,denied,expired,repaired,role,temperament,moralStance,scenarioGroup,memoryLength,affiliation,enableMoralRepair,enableDirectedEmergence,enableNonReciprocalTargeting,batchRun
1,pluralist,2,care,true,false,false,true,182,41,2,2,0.452,2,0,0,2,0,0,responder,0.6281298114776807,reactive,pluralist,0.4333642669675999,pref_legal,true,false,false,1
1,pluralist,3,epistemic,true,false,true,false,91,74,0,0,0.523,1,57,1,0,0,0,mediator,0.7203449339810767,reactive,pluralist,0.44622241099369836,pref_care,true,false,false,1
1,pluralist,4,care,false,false,true,false,273,105,2,2,0.982,2,0,0,2,0,0,responder,0.018570019638657786,proactive,allCare,0.48543697565512706,pref_apriori,true,false,false,1
1,pluralist,5,care,true,true,false,true,91,58,1,1,0.637,1,28,0,1,0,0,disruptor,0.16913398322019868,reactive,pluralist,0.4675654411352852,pref_legal,true,false,false,1
1,pluralist,6,care,false,true,false,true,273,107,2,2,0.924,3,47,1,2,0,0,responder,0.6997425712454317,reactive,pluralist,0.7492940310594611,pref_legal,true,false,false,1
1,pluralist,7,apriori,false,true,false,true,91,16,1,1,0.873,1,0,0,1,0,0,mediator,0.7135169398406934,proactive,pluralist,0.5555002494168854,pref_epistemic,true,false,false,1
1,pluralist,8,legal,false,false,false,true,0,0,0,0,0.552,0,0,0,0,0,0,mediator,0.06486151257570527,proactive,pluralist,0.5224749062991899,pref_legal,true,false,false,1
1,pluralist,9,care,false,true,false,true,91,12,0,0,0.735,1,2,1,0,0,0,responder,0.9271336871776887,proactive,pluralist,0.49787569404907694,pref_care,true,false,false,1
1,pluralist,11,apriori,false,true,true,true,364,97,2,2,0.824,2,0,0,2,0,0,initiator,0.39501904631768436,proactive,pluralist,0.5477723862607592,pref_legal,true,false,false,1
1,pluralist,12,apriori,true,false,false,false,182,54,2,2,0.332,2,1,0,2,0,0,disruptor,0.20809565865587942,reactive,pluralist,0.6543943437990483,pref_apriori,true,false,false,1
1,pluralist,13,apriori,false,true,true,false,546,159,1,1,0.843,2,7,1,1,0,0,responder,0.5721294951905629,proactive,pluralist,0.4947680832776675,pref_legal,true,false,false,1
1,pluralist,15,apriori,false,false,false,true,182,29,2,2,0.564,2,0,0,2,0,0,initiator,0.37906944816717314,proactive,pluralist,0.5490436918549797,pref_legal,true,false,false,1
1,pluralist,17,legal,false,false,false,false,364,58,1,1,0.303,1,0,0,1,0,0,mediator,0.48140010478036277,proactive,collapsed,0.6820064766686362,pref_epistemic,true,false,false,1
1,pluralist,18,legal,false,true,false,true,455,212,1,1,0.392,3,55,2,1,0,0,mediator,0.9528389519525146,proactive,pluralist,0.7731066596885672,pref_apriori,true,false,false,1
1,pluralist,19,apriori,false,true,true,true,182,87,1,1,0.647,1,3,0,1,0,0,disruptor,0.7392665177362094,reactive,pluralist,0.4392212040082726,pref_legal,true,false,false,1
1,pluralist,20,apriori,false,true,true,false,273,124,1,1,0.924,1,0,0,1,0,0,responder,0.31073497489002844,reactive,pluralist,0.6526997250343876,pref_apriori,true,false,false,1
1,pluralist,21,care,true,false,true,false,0,0,0,0,0.963,0,0,0,0,0,0,responder,0.19723089550812467,proactive,pluralist,0.6517098474724957,pref_care,true,false,false,1
1,pluralist,22,apriori,false,true,true,false,182,29,1,1,0.897,1,0,0,1,0,0,mediator,0.8808307242488742,reactive,pluralist,0.7999909399753651,pref_apriori,true,false,false,1
1,pluralist,23,epistemic,true,false,false,true,364,147,2,2,0.320,2,18,0,2,0,0,initiator,0.36514573386950266,proactive,pluralist,0.6804773296054445,pref_legal,true,false,false,1
1,pluralist,24,epistemic,false,false,false,true,91,8,1,1,0.560,1,0,0,1,0,0,disruptor,0.09214480089134514,reactive,pluralist,0.7584669428098874,pref_care,true,false,false,1
1,pluralist,25,legal,true,true,false,false,182,30,2,2,0.577,2,0,0,2,0,0,disruptor,0.18764192581286143,reactive,pluralist,0.6722349153486056,pref_apriori,true,false,false,1
1,pluralist,26,apriori,true,false,false,false,182,42,1,1,0.426,1,0,0,1,0,0,disruptor,0.5252566912685551,proactive,pluralist,0.42883922329997276,pref_care,true,false,false,1
1,pluralist,27,legal,true,false,true,true,91,31,1,1,0.849,1,0,0,1,0,0,initiator,0.43997438460568317,reactive,pluralist,0.6008878821265771,pref_legal,true,false,false,1
1,pluralist,28,legal,true,false,false,false,91,11,1,1,0.317,1,0,0,1,0,0,mediator,0.17696374879387533,reactive,pluralist,0.6579347237829665,pref_care,true,false,false,1
1,pluralist,29,legal,true,true,false,true,182,59,1,1,0.733,1,1,0,1,0,0,initiator,0.660601155295195,reactive,pluralist,0.7998074938347409,pref_legal,true,false,false,1
1,pluralist,30,epistemic,true,false,true,true,182,75,2,2,0.873,2,11,0,2,0,0,initiator,0.8481787627226436,proactive,pluralist,0.723056725451726,pref_care,true,false,false,1
1,pluralist,31,care,true,true,false,false,91,10,1,1,0.988,1,0,0,1,0,0,initiator,0.8999575515609121,reactive,pluralist,0.5977727561628132,pref_apriori,true,false,false,1
1,pluralist,32,legal,true,true,true,false,91,39,0,0,0.345,1,2,1,0,0,0,mediator,0.22900742297714127,reactive,pluralist,0.6658307124768945,pref_legal,true,false,false,1
1,pluralist,33,apriori,false,true,false,true,182,43,2,2,0.786,2,0,0,2,0,0,disruptor,0.3491018091353444,proactive,pluralist,0.5953096703257004,pref_apriori,true,false,false,1
1,pluralist,34,epistemic,true,true,true,true,364,168,1,1,0.880,2,4,1,1,0,0,mediator,0.4388996583765459,proactive,utopian,0.74081430672764,pref_legal,true,false,false,1
1,pluralist,35,apriori,false,false,false,false,182,35,1,1,0.808,2,1,1,1,0,0,initiator,0.2623660342545996,proactive,collapsed,0.7438686123028246,pref_apriori,true,false,false,1
