generation,scenario,id,normPref,aprioriAck,legalAck,careAck,epistemicAck,attempts,successes,conflict,debt,momentum,trustCount,trustMax,fulfilled,denied,expired,repaired,role,temperament,moralStance,scenarioGroup,memoryLength,affiliation,enableMoralRepair,enableDirectedEmergence,enableNonReciprocalTargeting,batchRun
1,pluralist,0,care,false,false,true,false,376,112,3,3,0.896,4,8,1,3,0,0,responder,0.2685280973006382,proactive,allCare,0.7272147677985539,pref_epistemic,true,false,false,1
1,pluralist,1,apriori,false,true,false,false,94,18,1,1,0.384,1,0,0,1,0,0,disruptor,0.8826681414192672,reactive,authoritarian,0.4587549650988544,pref_care,true,false,false,1
1,pluralist,2,epistemic,true,true,false,false,188,36,1,1,0.515,1,0,0,1,0,0,initiator,0.18090110523196645,proactive,pluralist,0.7580318960966894,pref_epistemic,true,false,false,1
1,pluralist,3,apriori,true,true,false,true,94,82,0,0,0.475,1,70,1,0,0,0,disruptor,0.17944487905231665,proactive,pluralist,0.4780756446169632,pref_apriori,true,false,false,1
1,pluralist,4,epistemic,true,false,false,false,94,11,1,1,0.888,1,0,0,1,0,0,mediator,0.7898608008609681,proactive,pluralist,0.6026170889794032,pref_epistemic,true,false,false,1
1,pluralist,5,legal,false,true,true,true,188,57,1,1,0.904,2,1,1,1,0,0,initiator,0.6552910033154454,reactive,pluralist,0.6359976364900917,pref_legal,true,false,false,1
1,pluralist,6,care,false,false,false,false,94,43,1,1,0.350,1,5,0,1,0,0,disruptor,0.19937061954118906,proactive,collapsed,0.44352789176520424,pref_epistemic,true,false,false,1
1,pluralist,7,epistemic,false,false,true,false,94,13,1,1,0.522,1,0,0,1,0,0,responder,0.14478471555599703,proactive,allCare,0.5562521891336357,pref_care,true,false,false,1
1,pluralist,8,apriori,false,false,true,true,282,143,2,2,0.937,3,70,1,2,0,0,responder,0.2542252292258622,reactive,pluralist,0.43800742170486423,pref_care,true,false,false,1
1,pluralist,9,care,true,false,true,true,0,0,0,0,0.463,0,0,0,0,0,0,disruptor,0.9771148186580383,reactive,pluralist,0.5581431912996123,pref_care,true,false,false,1
1,pluralist,10,legal,false,false,true,false,188,68,1,1,0.933,2,4,1,1,0,0,responder,0.26135120393601907,proactive,allCare,0.620366332014884,pref_apriori,true,false,false,1
1,pluralist,11,apriori,false,false,false,false,282,58,3,3,0.795,3,1,0,3,0,0,disruptor,0.999406643631907,proactive,collapsed,0.6397270413715291,pref_care,true,false,false,1
1,pluralist,12,care,true,false,false,false,282,129,0,0,0.811,3,16,3,0,0,0,disruptor,0.7871263679065718,reactive,pluralist,0.41771188363332257,pref_epistemic,true,false,false,1
1,pluralist,13,apriori,false,false,false,true,0,0,0,0,0.719,0,0,0,0,0,0,initiator,0.6025009271452965,reactive,pluralist,0.6321255696400607,pref_apriori,true,false,false,1
1,pluralist,14,legal,false,false,false,false,94,8,1,1,0.868,1,0,0,1,0,0,responder,0.8866492845207672,proactive,collapsed,0.49053438420812284,pref_legal,true,false,false,1
1,pluralist,15,care,false,false,true,true,94,46,0,0,0.399,1,2,1,0,0,0,mediator,0.15245147259285952,reactive,pluralist,0.6333609685591725,pref_legal,true,false,false,1
1,pluralist,16,care,true,true,false,true,0,0,0,0,0.803,0,0,0,0,0,0,initiator,0.2737173959997484,reactive,pluralist,0.7839670824043651,pref_care,true,false,false,1
1,pluralist,17,epistemic,false,false,true,false,94,51,0,0,0.572,1,15,1,0,0,0,responder,0.9045626957942562,reactive,allCare,0.4499549625647672,pref_epistemic,true,false,false,1
1,pluralist,18,epistemic,true,true,false,false,188,86,1,1,0.706,2,7,1,1,0,0,initiator,0.504615078325394,reactive,pluralist,0.5354772442845105,pref_apriori,true,false,false,1
1,pluralist,19,legal,false,true,false,true,188,71,0,0,0.847,2,4,2,0,0,0,mediator,0.28079784442256084,proactive,pluralist,0.439120402982603,pref_legal,true,false,false,1
1,pluralist,20,legal,false,false,false,true,188,43,1,1,0.491,2,3,1,1,0,0,disruptor,0.23035521532040348,proactive,pluralist,0.5982125374305962,pref_care,true,false,false,1
1,pluralist,21,epistemic,false,false,true,false,188,45,1,1,0.839,2,1,1,1,0,0,responder,0.24345191641293396,reactive,allCare,0.7389525292903736,pref_legal,true,false,false,1
1,pluralist,22,legal,false,true,true,true,94,16,1,1,0.410,1,0,0,1,0,0,disruptor,0.9080977514057392,reactive,pluralist,0.456402755190752,pref_apriori,true,false,false,1
1,pluralist,23,care,false,true,true,true,564,191,3,3,0.478,6,1,3,3,0,0,initiator,0.15212432556497812,reactive,pluralist,0.44292897722769387,pref_care,true,false,false,1
1,pluralist,24,care,true,true,true,true,282,117,0,0,0.372,3,56,3,0,0,0,mediator,0.3339555034519698,reactive,utopian,0.777849617357796,pref_epistemic,true,false,false,1
1,pluralist,25,epistemic,false,true,true,true,282,102,1,1,0.723,3,4,2,1,0,0,initiator,0.9566085707719408,proactive,pluralist,0.6037126259497481,pref_legal,true,false,false,1
1,pluralist,26,apriori,true,true,false,true,188,91,2,2,0.432,2,4,0,2,0,0,responder,0.8127118031966453,proactive,pluralist,0.5590366405391666,pref_legal,true,false,false,1
1,pluralist,27,apriori,false,true,true,false,0,0,0,0,0.833,0,0,0,0,0,0,initiator,0.20305214858981047,reactive,pluralist,0.7201514324735212,pref_apriori,true,false,false,1
1,pluralist,28,epistemic,true,false,false,false,188,38,1,1,0.694,2,1,1,1,0,0,initiator,0.5578191475001864,proactive,pluralist,0.40518749551607564,pref_apriori,true,false,false,1
1,pluralist,29,legal,false,true,false,false,282,80,1,1,0.705,3,2,2,1,0,0,mediator,0.5815831048515938,proactive,authoritarian,0.5869724616623035,pref_care,true,false,false,1
1,pluralist,30,epistemic,true,false,true,true,282,80,3,3,0.997,3,1,0,3,0,0,responder,0.18946429506254947,proactive,pluralist,0.7776890049228806,pref_legal,true,false,false,1
1,pluralist,31,care,true,true,false,false,376,96,3,3,0.560,3,0,0,3,0,0,initiator,0.4273988606750585,proactive,pluralist,0.619734623038725,pref_apriori,true,false,false,1
1,pluralist,32,care,true,false,true,false,282,93,2,2,0.938,2,0,0,2,0,0,disruptor,0.7807328502468028,proactive,pluralist,0.6140364628068891,pref_care,true,false,false,1
1,pluralist,33,legal,false,true,true,false,94,81,0,0,0.862,1,68,1,0,0,0,disruptor,0.8553472640371239,proactive,pluralist,0.7993482581920831,pref_apriori,true,false,false,1
1,pluralist,34,legal,false,false,true,true,188,62,2,2,0.512,2,1,0,2,0,0,initiator,0.5895984151024861,proactive,pluralist,0.5751109614012239,pref_apriori,true,false,false,1
1,pluralist,35,apriori,false,true,false,false,188,26,1,1,0.422,2,1,1,1,0,0,disruptor,0.3482547662883667,reactive,authoritarian,0.5681295342954682,pref_epistemic,true,false,false,1
1,pluralist,36,care,true,true,false,true,94,92,0,0,0.500,1,90,1,0,0,0,responder,0.3358466938305239,proactive,pluralist,0.528948416012726,pref_care,true,false,false,1
1,pluralist,37,care,true,true,true,true,94,75,0,0,0.521,1,56,1,0,0,0,mediator,0.7538793183251291,proactive,utopian,0.788684738030657,pref_care,true,false,false,1
1,pluralist,38,apriori,false,false,false,true,94,27,1,1,0.816,1,0,0,1,0,0,disruptor,0.03243700742576017,proactive,pluralist,0.7130112353882532,pref_apriori,true,false,false,1
