generation,scenario,id,normPref,aprioriAck,legalAck,careAck,epistemicAck,attempts,successes,conflict,debt,momentum,trustCount,trustMax,fulfilled,denied,expired,repaired,role,temperament,moralStance,scenarioGroup,memoryLength,affiliation,enableMoralRepair,enableDirectedEmergence,enableNonReciprocalTargeting,batchRun
1,pluralist,1,legal,false,true,true,true,282,123,2,2,0.580,3,56,1,2,0,0,disruptor,0.9579934298424285,proactive,pluralist,0.676839997240724,pref_legal,true,false,false,1
1,pluralist,2,care,false,true,true,false,282,63,2,2,0.386,2,0,0,2,0,0,mediator,0.4069520155214914,proactive,pluralist,0.4972184294126101,pref_legal,true,false,false,1
1,pluralist,3,care,true,false,true,false,94,20,1,1,0.769,1,0,0,1,0,0,mediator,0.0623785498156223,proactive,pluralist,0.637669662955684,pref_care,true,false,false,1
1,pluralist,4,apriori,false,false,false,false,94,13,1,1,0.993,1,0,0,1,0,0,mediator,0.5327558265830808,reactive,collapsed,0.4757742208174087,pref_apriori,true,false,false,1
1,pluralist,6,legal,false,false,false,true,94,16,1,1,0.949,1,0,0,1,0,0,initiator,0.6751626117892494,reactive,pluralist,0.4896161273646924,pref_legal,true,false,false,1
1,pluralist,7,epistemic,false,false,true,false,188,78,0,0,0.583,2,4,2,0,0,0,responder,0.5564008549047011,proactive,allCare,0.5556316486881971,pref_apriori,true,false,false,1
1,pluralist,9,apriori,true,false,false,false,188,91,1,1,0.310,2,9,1,1,0,0,initiator,0.63534731589042,reactive,pluralist,0.5758938151633864,pref_apriori,true,false,false,1
1,pluralist,11,apriori,true,true,false,false,188,57,1,1,0.769,1,0,0,1,0,0,responder,0.7995069264347859,reactive,pluralist,0.5660196601142,pref_apriori,true,false,false,1
1,pluralist,13,apriori,true,true,false,true,282,81,2,2,0.385,3,6,1,2,0,0,responder,0.19831520011106163,proactive,pluralist,0.45286823920535646,pref_epistemic,true,false,false,1
1,pluralist,14,legal,false,true,true,true,94,24,1,1,0.459,1,0,0,1,0,0,initiator,0.29592911670391553,proactive,pluralist,0.7145524961714769,pref_apriori,true,false,false,1
